AT,V,AP,RH
35.1,68.27,1006.96,43.51
28.86,73.4,1011.37,58.76
32.39,79.74,1006.92,58.58
19.45,46.33,1013.39,99.52
11.01,43.69,1016.7,81.48
21.22,59.15,1014.68,59.71
19.97,59.21,1017.87,83.46
33.01,68.67,1005.2,51.41
28.04,69.14,1007.16,80.38
18.35,57.76,1019.64,77.94
12.41,40.96,1023.36,78.96
18.38,55.28,1020.22,68.33
9.24,41.4,1030.72,87.36
14.8,40.2,1012.87,88.35
11.96,43.41,1017.42,79.44
20.88,57.85,1012.39,85.47
24.44,59.14,1016.74,71.82
21.55,44.05,1005.69,84.05
25.4,70.4,1006.8,94.78
5.28,45.87,1008.25,97.88
22.01,58.46,1016.26,75.99
17.67,50.88,1015.64,90.55
9.01,38.56,1016.67,63.61
16.22,46.36,1020.04,91.73
17.28,65.94,1013.62,89.97
18.12,50.16,1009.82,100.09
14.58,42.99,1007.55,93.56
13.41,45.0,1022.31,76.29
8.73,41.26,1020.54,91.37
10.91,42.34,1021.83,94.99
7.28,40.67,1020.16,72.7
29.79,67.69,1006.86,55.93
8.21,38.91,1015.82,88.99
21.09,67.07,1004.38,89.01
30.35,69.51,1009.95,39.24
28.7,71.64,1007.11,69.85
16.27,44.21,1020.56,82.22
24.43,47.45,1007.68,65.18
19.59,66.54,1012.73,85.84
25.14,60.29,1017.91,53.3
8.19,40.69,1019.86,85.23
10.63,39.61,1020.0,72.42
23.63,63.57,1011.05,87.96
21.14,69.94,1008.87,79.74
23.81,60.08,1017.29,62.66
14.05,40.71,1016.36,68.58
28.08,59.14,1016.16,58.08
13.94,42.86,1012.35,88.78
23.82,48.92,1010.48,44.45
9.82,39.96,1024.72,97.69
6.45,40.02,1032.08,79.7
24.51,51.86,1014.64,67.57
8.47,41.03,1021.72,70.16
28.32,66.54,1010.28,45.6
18.99,44.58,1018.29,54.71
29.24,74.67,1015.81,59.95
13.87,41.74,1021.42,64.02
13.98,39.18,1009.61,89.12
23.62,67.45,1014.63,59.8
22.24,69.23,1011.83,79.37
25.65,49.3,1003.73,68.48
13.84,44.9,1007.58,63.62
27.14,64.27,1012.71,54.4
26.39,49.02,1007.62,70.82
15.02,42.07,1017.89,83.68
7.08,39.99,1010.55,91.44
17.75,49.78,1004.49,100.09
4.61,40.27,1012.32,77.28
20.46,59.21,1018.42,85.89
12.79,44.03,1007.46,95.93
14.73,39.52,1017.01,74.21
23.67,68.67,1006.71,77.22
22.54,63.07,1011.71,81.64
14.56,40.69,1015.48,73.73
22.59,70.32,1007.07,74.39
8.72,40.02,1031.32,78.09
26.12,63.94,1017.97,44.81
14.33,38.73,1003.52,85.92
15.22,50.88,1014.19,100.12
4.23,38.44,1016.46,76.64
24.63,59.57,1010.45,85.36
10.09,41.01,1019.89,96.55
18.9,57.5,1016.21,93.9
16.36,53.82,1015.05,71.95
25.95,59.14,1016.42,67.03
15.52,42.86,1015.09,83.48
29.86,70.8,1010.22,70.36
22.53,58.62,1016.28,72.78
10.07,39.66,1015.37,83.78
12.19,41.06,1021.35,74.98
12.69,40.75,1016.05,82.92
31.59,62.7,1009.3,50.16
11.73,37.92,1008.02,72.68
19.09,43.14,1012.34,45.75
13.86,44.21,1022.6,83.56
4.71,39.42,1026.4,84.42
25.41,69.14,1006.4,87.4
20.36,60.1,1011.21,84.79
27.56,65.59,1010.88,66.47
31.23,72.58,1006.61,60.8
25.54,70.47,1009.28,73.5
11.2,37.5,1013.81,72.81
33.4,70.8,1009.17,57.01
22.08,41.54,1014.21,73.73
23.7,66.56,1002.07,85.19
13.04,40.69,1015.96,82.37
33.95,68.14,1002.33,48.98
29.06,72.86,1004.23,69.41
22.28,58.86,1014.08,66.47
28.54,76.86,1000.09,74.67
8.88,39.66,1015.21,88.29
14.26,43.34,1017.24,81.54
29.77,69.98,1013.32,69.6
26.82,65.27,1013.6,53.85
13.74,39.35,1014.82,77.48
15.37,43.67,1011.9,91.48
26.53,65.18,1012.77,64.37
22.24,41.1,1001.96,42.6
23.96,58.33,1013.37,59.97
17.0,45.09,1013.52,88.32
16.29,53.82,1014.97,73.15
15.07,39.3,1019.0,63.62
30.75,73.88,1005.62,57.95
26.12,75.6,1017.41,72.31
17.35,47.83,1006.71,80.57
30.35,77.17,1009.55,63.62
23.6,60.08,1017.51,63.02
14.48,40.83,1009.42,81.74
10.92,40.92,1021.84,83.03
26.05,65.59,1012.78,67.03
26.54,66.51,1015.39,51.22
22.2,63.94,1017.38,56.17
26.48,69.14,1009.31,84.11
9.7,40.71,1025.63,80.34
8.99,39.04,1021.99,75.98
8.01,40.02,1031.33,85.01
5.62,43.65,1017.9,77.43
20.18,56.53,1020.3,77.1
30.12,69.71,1009.1,52.02
21.9,55.5,1018.85,60.27
23.03,59.04,1011.85,81.24
24.27,74.99,1007.73,82.49
10.1,44.03,1008.11,90.29
15.86,43.02,1012.18,40.33
24.01,65.18,1012.57,76.02
25.38,72.24,1010.76,89.64
10.74,52.75,1021.75,75.41
21.89,74.93,1016.11,77.88
21.36,45.61,1013.43,83.64
10.27,52.75,1026.19,76.78
27.04,69.98,1008.5,75.41
24.57,72.24,1011.44,79.19
14.72,39.0,1016.42,76.42
18.97,44.78,1007.87,47.98
13.97,53.82,1016.81,62.32
29.51,76.09,1007.39,71.5
11.48,44.6,1018.29,90.76
25.86,60.32,1015.91,53.37
26.57,48.06,1013.23,40.24
23.37,65.46,1016.25,48.64
27.88,62.66,1009.51,56.44
16.34,41.16,1006.36,75.52
26.53,65.61,1014.29,50.9
11.63,40.55,1022.89,87.12
24.94,74.33,1014.3,75.34
20.01,68.63,1012.34,69.49
21.43,63.94,1012.68,99.68
17.3,47.45,1010.29,87.13
20.97,61.87,1011.45,65.41
16.81,42.42,1008.95,74.25
20.76,62.52,1015.63,81.04
24.68,48.06,1013.83,54.97
11.37,40.56,1017.56,64.8
22.42,60.08,1017.71,67.46
12.58,43.67,1014.36,91.72
13.63,43.5,1022.12,84.32
18.99,62.1,1020.0,76.76
27.82,59.15,1012.74,42.78
12.53,42.03,1017.57,81.57
13.73,41.92,1031.01,64.92
28.29,68.08,1010.77,53.92
25.18,56.89,1012.26,64.46
12.37,46.97,1013.95,90.76
30.05,73.68,1014.95,70.6
17.47,58.16,1016.36,82.26
20.03,62.26,1012.15,82.54
14.4,40.2,1013.04,90.5
8.1,40.64,1020.66,89.04
32.16,68.14,1004.86,37.77
26.85,71.73,1010.06,65.24
18.26,69.94,1004.1,97.39
16.69,50.9,1013.21,84.98
11.2,35.76,1019.24,64.59
12.87,39.3,1020.64,74.38
28.01,73.18,1012.25,75.02
9.84,36.66,1026.7,70.02
21.94,56.85,1011.01,77.72
26.37,54.5,1014.48,66.31
14.72,41.23,997.91,82.69
17.19,37.2,1011.84,67.59
18.99,56.65,1020.46,77.16
21.38,49.21,1012.49,53.77
30.9,73.68,1014.95,40.9
27.49,71.94,1008.25,68.29
26.08,52.3,1007.03,63.34
21.29,47.45,1008.85,71.6
26.2,65.18,1011.42,47.82
5.45,39.04,1020.07,77.05
18.48,58.59,1015.61,85.14
24.06,58.2,1017.46,48.04
23.27,64.69,1006.84,70.53
23.65,59.92,1010.19,89.53
11.93,41.38,1021.76,57.63
34.2,68.14,1002.7,56.09
25.77,59.39,1014.76,69.99
23.75,60.29,1017.36,64.04
14.56,47.45,1009.52,91.14
9.37,44.77,1020.61,87.31
15.22,41.67,1013.18,67.17
31.03,74.33,1011.55,63.45
28.23,64.05,1011.98,75.23
24.99,58.79,1016.37,67.16
15.42,37.85,1009.89,85.8
25.61,58.86,1013.9,54.9
13.08,44.9,1020.47,86.46
21.25,66.86,1012.99,60.65
19.83,39.39,1013.73,59.16
28.16,73.21,1002.27,88.26
15.07,39.82,1012.78,84.46
26.52,73.21,1002.3,95.38
32.0,65.74,1011.22,46.16
9.82,37.83,1005.29,100.07
31.28,69.51,1010.09,36.85
12.0,41.5,1013.21,86.75
25.51,64.27,1013.28,61.85
29.6,71.94,1007.07,62.65
28.16,70.4,1003.77,83.17
10.6,40.22,1011.37,85.81
24.35,60.27,1017.6,75.45
25.89,48.41,1008.59,65.38
26.09,58.41,1013.64,64.58
16.02,44.9,1009.3,82.62
9.35,41.03,1021.33,66.75
26.96,73.68,1013.81,84.77
13.48,39.85,1012.71,58.91
19.95,57.25,1011.08,88.04
20.39,64.15,1021.31,62.35
2.8,39.64,1011.01,82.96
27.84,71.32,1007.72,79.25
27.01,71.25,1000.46,87.95
19.67,44.89,1009.43,73.88
22.31,51.19,1009.38,79.72
31.23,68.67,1005.82,52.1
7.87,41.17,1020.33,77.77
27.71,70.32,1008.63,64.05
16.32,43.14,1014.72,70.43
22.2,44.05,1007.34,75.13
24.93,47.01,1014.28,66.04
30.85,70.94,1007.47,54.79
18.75,63.09,1018.19,87.84
9.23,37.36,1015.01,67.38
8.03,40.07,1016.06,47.46
24.31,44.05,1006.16,73.3
27.28,47.93,1003.46,59.22
20.57,42.8,1013.1,75.48
7.87,41.17,1020.33,77.77
27.11,48.6,1002.78,53.39
23.04,74.99,1005.44,92.86
12.65,41.93,1023.07,65.05
21.41,56.9,1007.03,79.41
25.06,78.92,1010.74,90.7
31.35,71.32,1005.99,62.35
26.89,49.16,1003.84,41.22
22.2,59.21,1017.87,73.34
24.49,65.06,1014.07,63.32
23.87,50.39,1012.96,76.05
12.1,41.17,1013.72,75.61
27.94,63.07,1010.75,38.57
9.63,43.02,1012.4,68.41
24.14,41.1,1002.1,38.49
15.6,41.7,1019.15,84.1
11.71,40.05,1014.49,86.09
14.12,41.39,1018.73,76.51
22.31,70.32,1009.22,89.53
18.19,66.54,1012.9,86.05
16.23,43.72,1009.96,83.01
11.43,41.16,1022.81,92.04
11.72,39.18,1024.19,68.53
8.04,40.64,1020.64,89.26
24.31,58.62,1017.29,64.44
9.45,39.04,1023.08,75.81
10.82,44.63,1020.64,90.26
6.3,41.14,1027.45,86.11
13.45,45.87,1008.42,87.74
26.94,65.61,1014.31,49.73
18.04,44.88,1017.96,66.3
28.14,51.43,1012.16,52.67
10.42,41.26,1008.48,96.76
20.92,57.76,1017.22,75.86
3.31,39.42,1024.05,84.31
7.19,39.37,1019.67,70.77
32.77,71.32,1007.68,42.39
12.71,41.39,1019.3,74.2
25.39,70.36,1006.76,73.62
13.98,44.84,1023.6,89.09
6.61,38.91,1015.77,92.31
21.05,61.87,1009.69,62.81
15.23,37.87,1020.17,85.02
29.12,67.32,1014.21,48.8
10.75,45.0,1023.68,89.37
5.07,40.07,1019.32,66.17
20.26,50.32,1009.81,93.12
9.99,42.07,1018.78,85.68
19.04,43.43,1009.25,68.74
30.38,71.58,1010.17,50.45
22.54,61.27,1019.12,54.02
25.32,48.41,1008.47,72.14
9.3,40.56,1022.64,76.14
20.41,50.32,1008.45,93.12
19.94,44.9,1008.52,74.69
12.91,41.16,1011.9,89.19
19.36,39.54,1008.97,58.92
21.7,49.02,1008.74,82.8
28.99,68.24,1008.75,66.57
28.15,74.9,1003.67,76.32
16.92,44.6,1017.34,58.75
21.93,60.84,1018.96,76.8
11.19,40.64,1020.57,84.49
22.18,59.8,1016.77,73.16
12.6,41.74,1022.13,67.89
31.14,67.32,1013.93,38.37
13.99,45.0,1023.83,77.92
29.82,43.21,1011.52,63.54
23.96,60.95,1015.01,65.24
7.55,39.22,1014.53,77.76
20.21,59.14,1016.0,70.38
26.68,59.92,1009.94,70.57
27.1,73.21,1002.97,89.68
17.07,44.9,1020.74,70.18
24.37,70.02,1010.97,71.97
11.91,44.45,1021.39,84.49
20.78,60.84,1018.66,80.4
22.25,59.8,1016.79,69.02
17.48,49.39,1021.51,84.53
21.18,70.02,1010.27,96.46
13.18,40.83,1007.67,95.44
18.58,49.25,1019.92,60.24
23.29,62.91,1013.35,68.25
17.23,40.12,1013.52,81.55
22.0,59.54,1004.55,95.25
16.02,71.14,1019.75,70.42
13.24,54.3,1017.05,81.99
26.71,76.86,1002.86,74.5
13.46,39.85,1012.76,72.94
28.15,72.24,1010.88,62.39
22.45,41.54,1012.69,70.89
10.35,39.82,1013.33,94.78
16.82,49.15,1020.68,72.07
18.32,39.53,1008.15,64.85
29.53,64.44,1013.22,59.75
25.2,57.5,1015.19,59.62
30.57,73.03,1013.75,73.68
22.49,69.84,1006.78,73.76
27.49,63.76,1010.09,62.8
24.8,59.87,1018.79,60.79
27.39,66.93,1017.16,53.75
11.88,40.64,1020.5,85.43
22.22,48.98,1015.87,53.18
19.7,54.42,1011.83,89.86
18.5,41.85,1015.81,64.78
19.11,44.85,1014.76,45.86
20.45,48.41,1010.81,86.7
15.11,45.01,1017.01,84.39
26.38,71.58,1011.02,80.9
16.36,44.88,1018.34,76.0
19.38,54.9,1017.08,70.46
16.85,41.35,1006.14,79.21
8.6,42.28,1008.58,80.15
22.8,69.23,1011.8,76.95
11.47,43.67,1012.68,72.51
14.39,44.21,1019.77,85.7
30.1,47.93,1002.64,42.06
25.14,63.47,1012.58,70.27
25.11,67.32,1014.49,58.39
16.37,36.99,1006.37,90.11
23.23,56.89,1012.87,75.43
30.7,74.22,1008.12,50.39
17.98,39.63,1005.42,82.12
6.9,44.71,1019.7,71.21
24.26,68.14,1005.09,59.49
10.32,41.46,1017.98,87.66
14.85,45.87,1009.37,84.65
23.86,63.77,1014.6,82.37
11.05,40.75,1016.55,87.08
18.9,62.96,1020.69,80.57
21.69,57.17,1011.75,82.63
23.58,70.04,1010.95,76.32
4.59,39.33,1010.85,71.78
5.79,39.61,1021.64,85.41
14.57,41.79,1007.61,82.85
16.25,58.16,1018.34,78.59
32.95,75.08,1005.32,47.7
19.98,60.77,1017.72,90.71
20.72,68.61,1011.25,87.1
24.32,66.25,1009.09,91.89
4.95,42.07,1004.87,80.88
24.99,48.92,1010.03,41.26
21.33,63.86,1020.33,72.13
26.35,59.44,1012.16,63.73
14.65,44.84,1023.39,87.76
12.95,41.38,1021.97,53.83
24.71,60.77,1016.67,69.7
26.2,63.56,1013.39,67.07
29.1,50.05,1005.87,51.53
18.55,52.84,1004.45,86.82
28.82,65.71,1014.24,54.3
25.66,71.77,1006.76,84.76
26.71,59.39,1014.24,66.45
14.34,42.86,1031.75,66.81
25.96,60.95,1014.52,50.03
16.5,44.2,1018.94,63.59
20.9,67.07,1005.43,82.85
8.13,39.99,1011.71,87.89
15.4,41.16,1005.34,80.22
20.3,56.53,1020.27,76.49
23.09,45.01,1012.25,43.95
13.83,42.86,1030.77,75.09
14.18,40.69,1014.73,74.88
11.8,42.34,1020.25,93.54
28.62,69.98,1013.3,68.53
22.19,70.02,1011.03,82.49
26.66,73.56,1006.9,99.27
27.47,66.86,1006.1,70.2
19.08,58.59,1013.42,68.88
24.42,65.94,1011.25,65.04
14.6,44.84,1023.58,88.21
20.07,42.23,1012.86,74.11
14.7,48.6,1006.91,85.65
22.68,59.54,1004.32,95.44
16.45,44.68,1018.6,85.14
24.26,69.51,1013.43,53.23
26.45,73.5,1010.31,74.33
23.92,73.17,1011.81,92.33
11.53,41.14,1025.63,88.54
26.45,71.37,1008.0,77.06
26.38,65.12,1016.1,47.57
25.42,66.05,1016.74,68.92
19.79,64.45,1016.14,73.54
17.74,49.78,1004.9,100.09
22.62,51.3,1012.36,81.02
12.82,43.5,1022.38,84.32
24.75,69.89,1015.29,82.01
16.89,49.21,1015.19,70.39
27.0,69.4,1004.86,82.2
28.69,67.25,1017.71,44.6
14.57,37.86,1022.44,68.82
11.04,41.74,1022.6,77.51
20.27,56.65,1020.75,67.12
10.1,41.58,1021.26,94.06
8.85,41.06,1020.99,86.05
21.23,68.08,1012.82,74.57
11.46,38.91,1012.34,77.37
11.04,39.96,1025.75,94.44
23.62,73.67,1007.0,90.8
31.88,67.32,1013.64,35.1
20.66,51.19,1008.81,88.93
20.0,39.53,1007.59,62.09
20.64,49.21,1014.86,58.47
12.38,45.51,1016.15,81.37
14.86,44.85,1016.19,67.43
16.78,39.63,1005.84,87.91
20.12,69.45,1013.23,88.48
5.54,41.38,1020.47,82.91
27.17,61.02,1011.38,65.32
16.34,47.45,1009.41,92.96
20.23,52.05,1012.15,47.49
14.86,43.14,1019.21,99.14
21.94,50.32,1008.44,86.98
21.93,60.84,1017.8,82.61
24.42,63.07,1011.49,67.39
14.8,44.92,1024.06,91.67
10.64,39.61,1018.33,66.81
17.57,62.1,1019.51,86.14
26.8,58.84,1001.2,65.03
9.48,44.71,1019.12,66.43
7.32,41.26,1010.11,95.18
6.59,39.37,1020.34,77.92
26.74,49.02,1008.18,67.59
15.01,42.77,1018.21,73.22
25.66,77.54,1008.22,78.42
26.98,43.77,1010.95,40.8
21.32,59.8,1016.26,76.26
25.95,69.51,1009.36,66.82
9.45,41.4,1027.06,87.35
24.38,63.91,1009.53,79.11
21.5,44.58,1016.87,57.58
31.02,70.4,1006.24,77.86
25.72,70.47,1010.44,70.57
22.72,65.61,1014.64,70.53
5.28,42.07,1003.82,80.84
1.81,39.42,1026.92,76.97
3.99,39.9,1009.74,96.81
25.77,65.48,1018.07,51.47
15.5,40.12,1012.79,96.75
5.82,40.78,1024.82,96.01
28.17,72.43,1007.37,68.92
17.12,58.95,1016.74,90.41
16.05,38.28,1014.38,73.89
27.85,66.44,1008.48,77.15
18.51,48.06,1015.14,79.83
11.97,42.32,1016.95,88.32
21.79,46.21,1012.89,72.0
5.05,35.57,1027.03,80.02
30.3,69.51,1011.8,50.43
31.15,67.45,1014.85,42.11
10.81,45.0,1023.45,85.89
18.81,49.15,1020.79,67.09
8.91,40.69,1015.11,89.65
26.73,49.02,1007.75,67.73
18.78,54.2,1012.05,89.25
20.82,57.76,1019.15,72.46
11.02,40.71,1020.3,86.64
31.04,74.67,1015.85,43.32
7.19,40.81,1015.22,85.65
18.22,39.63,1005.11,79.0
25.64,63.47,1012.33,68.35
26.53,54.2,1012.9,66.73
25.76,74.87,1010.18,65.15
14.87,54.3,1017.17,71.57
22.55,47.45,1008.65,67.9
23.56,49.16,1002.54,69.07
14.17,41.67,1013.4,72.77
27.59,50.05,1005.71,57.03
20.45,69.45,1012.53,91.81
12.04,40.78,1025.21,85.97
25.03,59.21,1017.28,56.96
15.6,43.71,1024.88,80.37
10.31,45.01,1018.42,93.67
24.33,49.16,1003.46,61.04
14.49,41.16,1000.5,82.17
25.37,66.75,1017.94,79.26
10.94,43.67,1012.36,73.3
10.25,41.26,1007.44,98.08
31.92,68.3,1015.58,41.55
22.88,71.73,1010.11,86.96
13.78,43.22,1011.31,69.7
4.89,45.87,1007.58,99.35
7.01,37.8,1021.47,62.84
12.57,39.3,1019.57,72.44
23.14,58.18,1008.89,81.82
19.07,44.63,1020.23,44.93
27.07,74.87,1010.09,58.97
8.82,34.69,1026.81,82.54
29.95,67.25,1017.68,51.91
17.08,38.58,1015.41,73.42
11.99,38.28,1013.65,91.31
21.97,65.61,1016.09,73.29
14.57,44.84,1023.46,87.2
28.75,64.84,1009.61,58.24
22.83,58.62,1017.82,69.76
20.91,58.2,1018.1,62.8
9.97,39.99,1010.09,95.0
18.3,37.2,1012.23,68.09
7.46,41.82,1032.67,74.59
19.94,50.78,1008.78,92.07
28.28,61.86,1012.07,64.49
5.66,39.42,1024.7,78.52
14.5,40.66,1016.81,82.93
21.96,48.6,1004.87,76.27
27.24,66.75,1017.78,69.6
17.16,40.55,1000.26,72.21
16.47,44.89,1010.04,82.01
13.86,41.78,1010.75,57.9
14.66,43.13,1014.97,46.31
32.48,62.04,1010.39,38.05
24.64,72.24,1011.37,80.61
16.27,58.2,1018.47,80.03
9.42,39.64,1010.86,74.03
9.64,39.85,1012.9,83.82
15.08,42.77,1018.67,73.89
31.2,68.24,1005.71,34.84
12.75,42.86,1014.9,88.44
18.92,44.63,1020.32,47.81
29.03,67.79,1010.86,54.03
6.69,43.65,1020.14,69.55
15.91,71.14,1019.7,72.65
24.59,71.94,1006.89,88.52
13.21,40.56,1018.12,64.49
14.35,49.83,1006.39,91.23
26.04,52.84,1005.68,65.18
5.97,40.35,1012.3,94.1
19.72,51.19,1008.51,95.28
30.19,64.79,1017.22,42.47
29.83,68.67,1005.33,71.15
8.9,41.4,1030.83,85.63
13.51,40.89,1011.03,84.83
26.87,69.23,1012.71,54.54
10.08,43.14,1010.67,85.9
12.79,44.68,1022.51,99.55
21.94,57.5,1014.64,78.52
20.06,52.84,1004.21,82.12
19.21,60.07,1014.94,70.02
14.02,40.75,1016.05,70.65
11.64,41.39,1017.36,83.4
12.34,40.62,1016.28,53.6
28.32,71.64,1004.73,72.71
15.46,42.07,1017.9,81.12
8.25,43.14,1011.3,87.1
16.29,44.34,1019.49,59.36
12.5,45.51,1015.8,82.82
26.27,58.33,1013.81,60.43
13.98,40.24,1017.19,87.45
14.85,45.01,1013.12,85.53
17.79,45.01,1015.71,67.13
15.33,37.2,1013.4,78.99
8.68,43.14,1011.94,79.06
4.97,38.91,1018.99,89.86
32.26,73.68,1014.75,60.9
12.75,39.58,1010.8,77.31
19.44,59.21,1018.5,88.35
18.39,52.08,1006.53,100.09
29.25,67.32,1013.88,38.57
21.71,61.45,1010.97,91.62
21.75,49.82,1015.01,78.33
10.77,41.46,1021.42,87.18
31.98,73.42,1010.66,60.06
24.16,48.98,1015.19,42.55
15.73,38.73,1002.48,76.91
24.27,61.47,1007.84,80.85
15.83,41.67,1013.39,74.12
12.41,41.16,1017.45,93.64
15.38,43.99,1022.42,83.41
12.08,49.83,1008.21,96.01
26.91,65.34,1014.19,50.7
11.81,40.75,1016.13,84.14
27.62,71.14,1011.6,52.8
9.22,40.92,1021.83,85.43
23.21,63.94,1013.56,80.23
11.12,41.54,1020.13,75.07
15.92,39.16,1006.59,71.32
23.04,74.22,1009.52,90.93
24.6,48.78,1018.1,73.71
13.49,41.78,1010.66,63.34
11.56,39.28,1011.27,82.05
7.46,39.81,1018.62,86.73
23.6,57.17,1009.84,74.27
30.19,68.08,1010.95,50.34
7.46,41.26,1009.63,96.51
17.27,40.55,1000.89,70.66
29.71,71.85,1008.81,70.86
18.77,52.08,1004.02,99.86
26.18,69.14,1006.54,85.95
18.39,67.71,1003.77,92.48
6.89,39.37,1020.21,74.17
16.01,65.46,1014.0,87.68
24.77,69.71,1009.86,85.56
19.94,56.53,1020.48,76.43
31.46,66.54,1002.86,53.75
24.16,60.29,1018.09,63.49
26.26,65.06,1013.58,52.72
22.88,69.45,1014.02,65.13
19.0,58.95,1018.05,83.38
22.69,58.46,1017.74,75.21
27.78,60.07,1014.66,53.74
22.68,58.82,1010.11,82.8
34.63,74.33,1011.7,31.45
10.33,40.69,1014.25,84.46
24.2,59.43,1009.69,62.3
26.43,58.41,1013.57,64.67
9.19,41.01,1022.14,98.98
30.85,67.45,1014.53,32.99
7.94,35.77,1017.04,63.22
10.63,42.28,1008.37,92.68
10.73,44.92,1025.1,85.4
8.89,41.54,1019.27,82.87
15.56,41.1,1003.55,76.92
7.87,43.02,1014.67,83.58
18.44,45.38,1014.3,86.02
24.96,77.54,1008.25,80.6
15.07,40.69,1015.29,70.98
12.95,43.71,1025.63,90.7
10.23,41.46,1018.89,83.06
28.86,73.18,1012.46,68.8
6.77,39.81,1017.01,87.68
7.47,40.07,1015.45,50.3
16.18,44.9,1021.3,74.46
25.82,61.08,1013.64,66.4
12.06,52.72,1024.53,80.05
31.54,77.24,1008.23,70.19
26.14,61.02,1010.13,66.71
33.01,69.88,1006.71,53.25
16.15,44.21,1020.76,85.41
6.92,43.13,1018.26,89.23
27.04,65.06,1013.33,52.37
21.95,50.66,1013.92,70.94
14.07,45.09,1013.32,94.45
23.53,72.24,1010.84,94.33
16.0,43.34,1013.58,78.87
13.24,40.83,1007.9,87.53
17.89,40.12,1011.99,76.52
26.1,74.16,1009.42,85.4
24.56,66.75,1018.5,77.47
27.93,73.68,1015.41,49.95
23.4,72.99,1009.48,88.82
20.12,58.12,1015.47,79.38
13.76,45.87,1008.89,87.27
25.45,74.33,1015.53,80.95
21.8,65.94,1012.02,63.52
3.21,38.44,1017.11,84.86
21.92,64.63,1020.42,65.22
31.38,70.83,1010.35,47.28
22.88,59.21,1011.51,86.93
26.94,62.91,1011.68,41.3
22.32,64.27,1014.35,82.98
18.26,49.64,1024.92,62.82
27.16,56.85,1012.07,39.05
18.22,49.25,1020.33,61.87
8.42,40.64,1022.35,96.38
27.88,75.23,1011.33,58.91
18.91,56.9,1006.98,84.07
15.99,39.63,1006.09,89.92
28.78,60.07,1014.54,49.03
27.44,52.3,1008.15,58.92
13.41,54.3,1016.48,79.28
27.72,69.88,1007.58,72.25
20.94,44.58,1016.98,59.65
30.93,73.42,1010.98,56.42
10.01,41.17,1018.78,86.84
30.29,59.22,1013.05,60.46
20.95,44.89,1010.48,67.97
24.33,77.54,1008.5,82.45
21.04,54.2,1012.26,85.61
25.08,61.02,1010.01,73.21
17.96,47.83,1005.0,85.72
16.55,39.64,1009.07,77.8
10.1,41.4,1024.29,85.94
12.59,41.14,1025.79,86.55
12.24,44.9,1020.31,82.22
14.76,40.71,1017.37,71.07
10.88,44.63,1020.52,86.81
9.87,42.74,1024.61,87.74
26.38,49.5,1012.82,37.19
7.54,37.7,1014.58,78.43
26.12,49.02,1008.63,72.04
14.87,42.77,1017.94,75.06
9.49,40.69,1015.09,91.31
26.94,73.21,1002.83,91.25
23.47,59.22,1013.44,83.33
13.87,49.83,1006.76,89.14
15.03,44.45,1020.94,65.57
15.34,41.96,1012.08,100.12
23.55,62.96,1020.16,70.16
23.21,58.49,1010.97,74.34
30.02,68.24,1009.8,65.73
14.82,40.0,1016.32,66.3
29.41,59.27,1011.36,52.37
6.28,41.06,1020.96,90.91
14.22,39.39,1014.16,80.22
24.27,57.85,1012.81,63.48
6.19,41.31,1002.48,88.8
9.39,40.11,1029.14,77.29
30.19,66.54,1004.39,61.43
22.85,59.15,1014.74,63.92
4.7,39.9,1007.45,91.02
9.99,43.52,1022.95,99.67
16.25,40.89,1011.09,62.7
13.45,43.14,1015.5,74.33
11.01,37.5,1015.08,73.36
22.06,59.21,1012.84,87.06
13.92,44.47,1029.36,70.86
19.08,44.63,1020.14,43.36
29.81,73.67,1005.6,60.91
5.71,40.77,1022.49,87.9
15.49,42.07,1018.01,78.07
28.13,56.9,1007.17,51.66
20.25,58.59,1012.99,65.98
23.76,58.41,1013.85,85.38
23.56,73.67,1007.13,87.1
4.83,38.44,1015.35,72.94
25.31,74.33,1015.04,79.88
31.28,75.08,1005.39,49.53
29.46,71.94,1006.96,62.26
26.72,67.79,1010.35,63.31
10.7,36.18,1018.16,63.15
12.62,40.92,1021.85,81.41
30.52,70.4,1003.9,64.33
12.24,41.2,1012.48,89.85
25.28,71.94,1006.73,86.69
7.3,39.72,1020.85,77.83
26.12,66.75,1017.86,79.02
30.74,73.67,1005.79,57.89
21.49,68.28,1004.68,80.64
24.03,66.54,1012.19,69.15
34.24,74.67,1016.24,25.56
20.01,59.87,1019.0,84.12
23.26,58.2,1016.72,57.98
21.01,44.05,1010.61,64.12
13.3,50.59,1019.38,92.96
28.77,58.33,1013.73,36.6
28.35,71.14,1010.65,60.38
8.24,39.61,1017.99,78.42
20.92,70.02,1011.06,85.63
8.48,40.05,1015.89,90.25
20.76,58.79,1017.22,78.75
24.81,60.95,1014.72,54.71
23.34,45.61,1012.73,74.09
6.86,40.02,1031.5,77.94
24.92,63.86,1019.19,59.24
24.85,67.9,1005.9,64.55
26.92,62.44,1011.09,70.8
10.29,40.0,1021.46,90.6
29.12,74.87,1009.85,62.51
10.2,41.62,1016.52,98.09
8.58,38.38,1021.03,84.37
9.86,43.56,1015.13,74.89
28.28,69.48,1008.56,61.3
10.22,45.01,1018.27,93.62
15.37,43.34,1014.84,80.37
12.07,41.17,1013.54,71.32
20.42,62.96,1020.34,84.0
15.71,44.06,1018.34,71.69
21.02,61.5,1008.52,77.74
